# ['%Data file recorded 2013/3/6  18:30:9']
# ["% recording topics: ['/Velocity', '/robotState', '/robotGyro', '/optitrack/pose']"]
# ['% Columns: ']
# ['% seq0 | time1 | LPos2 | RPos3 | LPWM4 | RPWM5| GyroX6 | GryoY7 | GryoZ8 | GryoZAvg9 | AX10 | AY11 | AZ12 |LEMF13 | REMF14 | optX15 optY16 optAng17 | Vel18 Ang19']
  8.943  -821.520  1036.777  -3800  -2320     0     0     0     0     0     0     0     6     5   2.214   0.740   0.191  -0.000  -0.095  
  9.044   0.002  -0.001  -3800  -3472     0     0     0     0     0     0     0    -6     0   2.214   0.740   0.192  -0.000  -0.096  
  9.146   0.002  -0.001  -3800  -3572     0     0     0     0     0     0     0    -7     4   2.214   0.740   0.191  -0.000  -0.095  
  9.247   0.001   0.000  -3800  -3547     0     0     0     0     0     0     0    -8     3   2.214   0.740   0.191  -0.000  -0.096  
  9.349   0.001  -0.000  -3800  -3422     0     0     0     0     0     0     0    -6    -2   2.214   0.740   0.192  -0.000  -0.096  
  9.450   0.001  -0.002  -3800  -3595     0     0     0     0     0     0     0     7     5   2.214   0.740   0.191  -0.000  -0.096  
  9.551   0.000  -0.002  -3800  -3395     0     0     0     0     0     0     0     7    -3   2.214   0.741   0.190   0.001  -0.095  
  9.652   0.002  -0.003  -3800  -3543     0     0     0     0     0     0     0    -6     3   2.214   0.740   0.192  -0.000  -0.096  
  9.753   0.001  -0.002  -3800  -3445     0     0     0     0     0     0     0     5    -1   2.214   0.740   0.192  -0.000  -0.096  
  9.854   0.000  -0.002  -3800  -3645     0     0     0     0     0     0     0    -8     7   2.214   0.740   0.190   0.000  -0.095  
  9.955   0.002  -0.001  -3800  -3296     0     0     0     0     0     0     0    -1    -7   2.214   0.740   0.190  -0.000  -0.095  
 10.056   0.000  -0.000  -3800  -3647     0     0     0     0     0     0     0     1     7   2.214   0.740   0.191  -0.000  -0.096  
 10.156  -0.049   0.073  -1384   687     0     0     0     0     0     0     0   -14    22   2.214   0.741   0.184   0.001  -0.092  
 10.258   0.001  -0.025  -1686  1538     0     0     0     0     0     0     0    -7    -6   2.214   0.740   0.187  -0.002  -0.095  
